1.695433347837670995e-17,5.651444492792236908e-18,1.018073732473766535e-01,3.378824722671357090e-17,1.325052621915877582e-01,1.967694695750681066e-01,1.521687376197294328e-01,2.534118542003517818e-17,2.613064445657133292e-17,1.859137861488675825e-01,2.308218994570287452e-01,2.311243358861592989e-01,1.863009427388972461e-01,1.117232461408751848e-01,0.000000000000000000e+00,1.011188028636171021e-01,0.000000000000000000e+00,1.429799822389400954e-01,1.016855218590505955e-01,0.000000000000000000e+00,2.100294058810958098e-01,2.389186874056765941e-01,2.281539131626112715e-01,1.306168445493153529e-01,1.099058026298053437e-01,0.000000000000000000e+00,1.845695532373791375e-17,1.108303161578399476e-01,1.647391234789078729e-01,2.135029398622968477e-01,1.888670082599821221e-01,2.249464442446799922e-17,1.450138282225347521e-17,-6.152318441245971248e-18,6.530063747852131280e-18,1.176351706461298136e-01,1.350758296638211731e-01,7.498214808155999226e-18,-2.612025499140852512e-17,-2.999285923262399690e-17
1.704176474204661150e-17,5.680588247348869986e-18,1.023323804560223732e-01,3.149296159272826655e-17,1.267026895815990817e-01,1.859047238501307653e-01,1.418316900938043634e-01,2.361972119454619991e-17,2.401043563746859014e-17,1.737784321130258491e-01,2.248342908647794625e-01,2.344526047918248923e-01,1.900494623021443119e-01,1.067281161589418575e-01,0.000000000000000000e+00,9.229555279220695574e-02,0.000000000000000000e+00,1.551140067408644241e-01,1.038710861531871310e-01,0.000000000000000000e+00,2.312703544466079286e-01,2.548525503932055902e-01,2.369562941724362715e-01,1.270466741403794009e-01,1.068723101770614886e-01,0.000000000000000000e+00,1.932175052140237125e-17,1.160232379311112172e-01,1.864651010357074035e-01,2.363623847395756594e-01,1.873851439859052226e-01,2.293900021119700104e-17,1.410501428326986474e-17,-6.440583507134124263e-18,8.009099707882831571e-18,1.442791138399771023e-01,1.377440970711980572e-01,7.646333403732333680e-18,-3.203639883153132628e-17,-3.058533361492933472e-17
1.605103936552549182e-17,5.350346455175163425e-18,9.638327320731969461e-02,3.120885339046124372e-17,1.274125029161944089e-01,1.794784230141669434e-01,1.405521804999416979e-01,2.340664004284593433e-17,2.285721669938599050e-17,1.623291870843295293e-01,2.071278183920177152e-01,2.147755343244860116e-01,1.771988163594507282e-01,1.031979695536659053e-01,0.000000000000000000e+00,8.701318974555713459e-02,0.000000000000000000e+00,1.329619130065615717e-01,9.322484963786380197e-02,0.000000000000000000e+00,2.064326774437925671e-01,2.284102281086866360e-01,2.116051911831638710e-01,1.101733900070843986e-01,9.963836734346126489e-02,0.000000000000000000e+00,1.826157543125101283e-17,1.096570990765070169e-01,1.767258391849070853e-01,2.085279325162473774e-01,1.556670844121424979e-01,1.781509978269583916e-17,1.223170342868722069e-17,-6.087191810417004019e-18,6.721419976203291821e-18,1.210823380009190403e-01,1.069761023238895853e-01,5.938366594231946643e-18,-2.688567990481316729e-17,-2.375346637692778657e-17
1.571155807611857632e-17,5.237186025372858259e-18,9.434475612935670774e-02,2.220666004842723587e-17,1.242994726044579501e-01,1.617463671176056217e-01,1.000099059192401801e-01,1.665499503632042613e-17,2.277071661919908040e-17,1.648741786623063588e-01,2.121233489232241809e-01,2.076035586088186280e-01,1.552435189095769663e-01,7.885753624139879570e-02,0.000000000000000000e+00,8.701275680562690906e-02,0.000000000000000000e+00,1.410881083981976036e-01,9.733189472719119828e-02,0.000000000000000000e+00,2.149935174681075756e-01,2.319880870550991014e-01,2.123633735537252543e-01,1.157082846921615032e-01,8.748795423104334390e-02,0.000000000000000000e+00,1.663785389836031753e-17,9.990697682253370238e-02,1.729556634425299666e-01,2.200506721549603806e-01,1.762661220847188959e-01,1.948667699011153625e-17,1.284620018051202134e-17,-5.545951299453438919e-18,6.749410983395731826e-18,1.215865791591654310e-01,1.170135883084740536e-01,6.495558996703845931e-18,-2.699764393358292730e-17,-2.598223598681538373e-17
1.726230718738438841e-17,5.754102395794795880e-18,1.036566936222124979e-01,3.067696659731849382e-17,1.277085634491765820e-01,1.848133490283618285e-01,1.381567753365407214e-01,2.300772494798887191e-17,2.515050785649416610e-17,1.735703133510020924e-01,2.144513303017897832e-01,2.183778470807208605e-01,1.781534111485671701e-01,1.046588684918529633e-01,0.000000000000000000e+00,9.730424737953878578e-02,0.000000000000000000e+00,1.521841898364099388e-01,1.111151227413941511e-01,0.000000000000000000e+00,2.125718017657684256e-01,2.305815619711277797e-01,2.159529254417301425e-01,1.211134677552271749e-01,1.025594006675506348e-01,0.000000000000000000e+00,1.862510233081349231e-17,1.118400052223853386e-01,1.781287687282860077e-01,2.178265724726465014e-01,1.800544219260225287e-01,2.304461968576481509e-17,1.344629604940496516e-17,-6.208367443604497692e-18,7.781939898878013561e-18,1.401869665152264965e-01,1.383783208396069664e-01,7.681539895254938876e-18,-3.112775959551205424e-17,-3.072615958101975550e-17
1.882065564528650942e-17,6.273551881762169293e-18,1.130142636679743323e-01,3.146747564627027352e-17,1.436008219836939492e-01,1.962812323094583478e-01,1.417169115948329616e-01,2.360060673470270514e-17,2.816435160503961128e-17,1.967043458725596938e-01,2.355561349935362814e-01,2.293232842309486930e-01,1.801576011052265502e-01,1.020382794100300750e-01,0.000000000000000000e+00,1.088908606456262945e-01,0.000000000000000000e+00,1.648769824061120381e-01,1.184485733655890050e-01,0.000000000000000000e+00,2.394489378712141014e-01,2.544278570396455996e-01,2.282156964660408960e-01,1.213453332165532889e-01,1.009713711725349350e-01,0.000000000000000000e+00,1.839814288101157349e-17,1.104771592309771594e-01,1.742367298360191219e-01,2.275907232414079717e-01,1.820090903902981949e-01,2.153429468671744273e-17,1.347203828678292371e-17,-6.132714293670524752e-18,6.841396066768195626e-18,1.232436351079649328e-01,1.293091220357161786e-01,7.178098228905814758e-18,-2.736558426707278251e-17,-2.871239291562325903e-17
1.751893026769656861e-17,5.839643422565522612e-18,1.051976637673706361e-01,2.697287495426257565e-17,1.269872626656020909e-01,1.814076016362675403e-01,1.214750295931279200e-01,2.022965621569693020e-17,2.263615681573586445e-17,1.644421117259520226e-01,2.090701170505693818e-01,2.047076713333766118e-01,1.573103069146589983e-01,9.024064323734477810e-02,0.000000000000000000e+00,8.607077956724790146e-02,0.000000000000000000e+00,1.395229598226084000e-01,9.187552930631386061e-02,0.000000000000000000e+00,2.046550673456194458e-01,2.192215398480658883e-01,2.017590055589245090e-01,1.149404608749587664e-01,9.297223625644278344e-02,0.000000000000000000e+00,1.866114853084937506e-17,1.120564554264516371e-01,1.569250953758077882e-01,1.872333939321892959e-01,1.580356317011707423e-01,1.670612090007276255e-17,1.276095461244061576e-17,-6.220382843616458610e-18,5.207606614767548043e-18,9.381190083903706567e-02,1.003169064804988603e-01,5.568706966690920594e-18,-2.083042645907019217e-17,-2.227482786676368238e-17
1.346374494590954553e-17,4.487914981969848511e-18,8.084708896187951799e-02,2.607858811594484272e-17,1.140544408058262460e-01,1.564846502390173644e-01,1.174475197213178390e-01,1.955894108695863204e-17,2.359667823278347167e-17,1.678566707165512484e-01,2.073760054410842824e-01,2.131638588787395650e-01,1.713607717071078396e-01,9.397115981878519098e-02,0.000000000000000000e+00,9.201318619561686674e-02,0.000000000000000000e+00,1.279585583480132571e-01,9.705870953633059794e-02,0.000000000000000000e+00,1.875367869494080075e-01,2.187868582420940122e-01,2.121062166594060994e-01,1.195390806826038266e-01,9.850018439463878450e-02,0.000000000000000000e+00,1.484995404628696025e-17,8.917099667910258209e-02,1.610283561569247901e-01,2.051557675647374956e-01,1.733618773273265523e-01,1.928876936870404978e-17,1.327150397163510118e-17,-4.949984682095652904e-18,6.841037808303299436e-18,1.232371812972088837e-01,1.158251927217746613e-01,6.429589789568016594e-18,-2.736415123321319774e-17,-2.571835915827206638e-17
1.452759565564613726e-17,4.842531885215379601e-18,8.723529917514293019e-02,2.871714395731679754e-17,1.184918545672598300e-01,1.630164005681676853e-01,1.293305188253168203e-01,2.153785796798759816e-17,2.520684946384372549e-17,1.788453160135440312e-01,2.114420021529466454e-01,2.100698444690221323e-01,1.734865524331158371e-01,1.017180134747666387e-01,0.000000000000000000e+00,9.871007603164330679e-02,0.000000000000000000e+00,1.521405982775972665e-01,1.089930730917302582e-01,0.000000000000000000e+00,2.167155147003660687e-01,2.297361976053318988e-01,2.105193326129194409e-01,1.175364392937394142e-01,1.017759525187627162e-01,0.000000000000000000e+00,1.733448532329154558e-17,1.040901088568468441e-01,1.685462819857030947e-01,2.072211013493445997e-01,1.680039298344436494e-01,1.888335656276171781e-17,1.304916611363664397e-17,-5.778161774430514936e-18,6.220480235601795653e-18,1.120582098844871560e-01,1.133907701060771767e-01,6.294452187587239270e-18,-2.488192094240718261e-17,-2.517780875034895708e-17
1.694243778790133809e-17,5.647479262633779106e-18,1.017359420111203783e-01,2.542016716028594994e-17,1.272482858915010284e-01,1.632464880814532560e-01,1.144822553507595236e-01,1.906512537021446323e-17,2.535756967898006250e-17,1.733327678708862229e-01,2.068223876109115400e-01,2.080721395333058887e-01,1.722139928943364762e-01,9.208196493969084129e-02,0.000000000000000000e+00,9.829430562083836531e-02,0.000000000000000000e+00,1.485434878534854231e-01,1.083698331312846069e-01,0.000000000000000000e+00,2.178895884436497232e-01,2.304820258496314556e-01,2.102185082628724722e-01,1.189490596391682559e-01,9.641446665267137950e-02,0.000000000000000000e+00,1.967668357514482582e-17,1.181545397558791954e-01,1.785050700468122364e-01,2.104733179281260969e-01,1.685921258407903911e-01,2.021590443051460055e-17,1.320599847689154817e-17,-6.558894525048275272e-18,6.904303838501128233e-18,1.243768807773054930e-01,1.213924528802974856e-01,6.738634810171533518e-18,-2.761721535400451293e-17,-2.695453924068613407e-17
